,Artist,Artist ID,Album,Album ID,Song,Song ID
0,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Breaking News Intro,spotify:track:0Kj67wCgRtCeh2vnnDVRw6
1,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Friends & Family,spotify:track:4NacsqyQU8nZDIdxShKlpU
2,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Young Wheezy (with Gunna),spotify:track:0DZCRBEqV2GYTWj8OPA49H
3,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Nasty,spotify:track:0oAaQfGlKYKHciaZ3OixSh
4,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Repercussions (with Young Thug),spotify:track:6fEJ1nO1u301h8wbBeB4qu
5,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Vetement Socks,spotify:track:2VmIzQjZFPe595GulPrKw2
6,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Don't Need Friends (feat. Lil Baby),spotify:track:1H7NmkoUHjx5OIyAWXP4C4
7,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Make It Right Back,spotify:track:22KxeuwssvSeDpBwE6MI8e
8,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Trains (with Lil Keed),spotify:track:6fE1d6pUMNJQvXw84Ok1W1
9,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Do Ya Deed (feat. SahBabii),spotify:track:0TGDmislDr98b3n9mXrmxZ
10,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Droppin Tears,spotify:track:5jQjiNRkafMRhIRvc04TKN
11,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Modest,spotify:track:36kS8JH1RnpHSSlMX5g3Du
12,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Turn & Twist,spotify:track:3zaigfIhY0SYRTI4FitFUp
13,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Breaking News Outro,spotify:track:1RGj1C896HnfiICnwmFRoB
14,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Pickney - Bonus Track,spotify:track:6rXByDYcf3kLcsKoemRl7o
15,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami (Bonus Version),spotify:album:3aMMFb7DaFT06VfavwhrPi,Stella McCartney (feat. Future) - Bonus Track,spotify:track:6JSCvphn9kaW6apz7Ogd6d
16,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Breaking News Intro,spotify:track:0TiIS91dn4706i8W2L9n5a
17,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Friends & Family,spotify:track:02S095WOviUjZgRqWPnOME
18,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Young Wheezy (with Gunna),spotify:track:1PjylqbldPpxH3yrqaSZ12
19,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Nasty,spotify:track:3H7gEhaLSzrBaMcmw9LzM1
20,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Repercussions (with Young Thug),spotify:track:5JgQZQB6yLH0Nry1IlRfD1
21,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Vetement Socks,spotify:track:5BA5mh1AHxff8bKHgzrOaN
22,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Don't Need Friends (feat. Lil Baby),spotify:track:0c2cLhOLG2URFecYm4Z0UJ
23,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Make It Right Back,spotify:track:5NvBhaeWDYCO0ycTRYZei9
24,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Trains (with Lil Keed),spotify:track:4MhVuKv3Rcxc70Ag5uSR37
25,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Do Ya Deed (feat. SahBabii),spotify:track:2VxHnOH2mnpHEOERKOlFXG
26,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Droppin Tears,spotify:track:76elJPXp17veICmBvUOaTq
27,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Modest,spotify:track:46kVDWWggV1HWR82eDQGXF
28,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Turn & Twist,spotify:track:45AO7xHRkPhXHAbs8VgiuI
29,NAV,7rkW85dBwwrJtlHRDkJDAC,Emergency Tsunami,spotify:album:0aT2vaDoEHDBVXDund2QsK,Breaking News Outro,spotify:track:0LA8yMMJ5pvhFBpSL65uHL
30,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Good Intentions (Intro),spotify:track:1dcUbl2YvfUtVLR3KOtbOu
31,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,No Debate (feat. Young Thug),spotify:track:2jCSD5v7HpsiavFBH1WFT1
32,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,My Business (feat. Future),spotify:track:10SCrdpGioKflaDYYaRCHA
33,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Turks (with Gunna & ft. Travis Scott),spotify:track:1VpEdMpDYkv5P7QID2h4JV
34,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Brown Boy,spotify:track:0ixw6dTVy5wm50Xwfx1Akj
35,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Status (feat. Lil Uzi Vert),spotify:track:6Jpqet2IDKoVaqXlusFtJd
36,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Codeine (feat. Gunna),spotify:track:6CUYwe3DKtU9jADEp2b3CA
37,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Saint Laurenttt,spotify:track:5DXWzE9fPZCkIoTnYfH3Yy
38,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Coast To Coast,spotify:track:29HCsa4YQadFcyW9GWyxWx
39,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Run It Up (feat. Pop Smoke),spotify:track:6wnF4qGPA6Ui3pf0haBwWl
40,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Spend It (feat. Young Thug),spotify:track:0LET8KuexODEwBS1PrEoY5
41,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Recap (feat. Don Toliver),spotify:track:5ONkDNHdO1pvH5GE2SS5eJ
42,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,She Hurtin,spotify:track:660oil2FFMXckD2UCK1I08
43,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Overdose,spotify:track:1iFMkUS5vV3YwzDG8vy8Yb
44,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Did You Wrong,spotify:track:1CfNp6iNf5wiYTBV9a3RMZ
45,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,My Space,spotify:track:25njEzR7X4eS7SSP3L2BRo
46,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,No Ice (feat. Lil Durk),spotify:track:4A6e41R1gZepJNXWvBAz0f
47,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Proud Of Me?,spotify:track:5VkbBRxtpHDuSOtkos7yWg
48,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,I'm Up,spotify:track:56E00Cx3ogHiWParUbfXZd
49,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Relax,spotify:track:1b3827MtVkH3itmmSFp8dk
50,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Chirp (feat. Quavo),spotify:track:1CWaOc7cO2yIm3Jxms3DmB
51,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Frequently,spotify:track:1Ld2IYspu7Py86ycW8RVbQ
52,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Sprite Clean,spotify:track:5SCsJaONPRdoFEJ6ubatB1
53,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Free Santana (feat. Lil Duke),spotify:track:4mUi0mwvHpwVdSaeynYOAQ
54,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Heat,spotify:track:4QLeJXxPjDLAKxWMiZHiRj
55,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,No Time,spotify:track:6gyVukrY9pvVnXaKV1mxsg
56,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Yessir,spotify:track:0UqqVfICqk57jB35kzKhUQ
57,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Pine Soul,spotify:track:1YE1tWqqZncUeGGAgivLrQ
58,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Two Face,spotify:track:70umqBVfDHANfVPgNSzjl8
59,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Extra,spotify:track:79pwhTAewamAkEzBVSqTHE
60,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Ain't Goin Back,spotify:track:0Yala7ZLM4RJszN91gCR2V
61,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions (Brown Boy 2 Deluxe Version),spotify:album:4mBBgkMEMHKej6CAypkHpV,Bag,spotify:track:5GYRbHl1DwYyegEFuSkQet
62,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Good Intentions (Intro),spotify:track:3WiVHqxIoLu74D39oJ4Pr1
63,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,No Debate (feat. Young Thug),spotify:track:4UUhyomjSXIwTnu2Mz0lga
64,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,My Business (feat. Future),spotify:track:4nZvMO7v4VQxlAqLmlCvul
65,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Turks (with Gunna & ft. Travis Scott),spotify:track:4IN95xRQifkhAxsF7xQ9m3
66,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Brown Boy,spotify:track:7CPx59ymkfgivBfmxdAwZX
67,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Status (feat. Lil Uzi Vert),spotify:track:1o9qHzNB9AkxGFGNJp2cht
68,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Codeine (feat. Gunna),spotify:track:5QaJWRvI4dcCRGgUcaX7kG
69,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Saint Laurenttt,spotify:track:2ryxnON4X7IsGXIz85VZVp
70,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Coast To Coast,spotify:track:6icb9uz9eegLKyiY3UMJFc
71,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Run It Up (feat. Pop Smoke),spotify:track:7C0dFpgpS0aVmHaFsntK5i
72,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Spend It (feat. Young Thug),spotify:track:2JgIJN9kgsGqIZLoYkHzs9
73,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Recap (feat. Don Toliver),spotify:track:4pOl6jVoIcwsCGWpKO7cOx
74,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,She Hurtin,spotify:track:3mRrz4TafEvjbgLPLH06lh
75,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Overdose,spotify:track:7DgCMoCI85GgIQYuXUs54G
76,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Did You Wrong,spotify:track:53yrLK40CpeHuwEFyaLHyc
77,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,My Space,spotify:track:4fzSfuSD0YNOUFYTKpImcE
78,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,No Ice (feat. Lil Durk),spotify:track:53JO8ibHPfGSNLVEZ0LAZG
79,NAV,7rkW85dBwwrJtlHRDkJDAC,Good Intentions,spotify:album:7G1ckoFCZhkZDpSQq43fkU,Proud Of Me?,spotify:track:2HFM2fqlMias9DzLyrRKGE
80,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,To My Grave,spotify:track:0iIUmsrVL2sgGnX33oDsC7
81,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,I'm Ready,spotify:track:0zVDNjVPGARqeYN7tOHd9C
82,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Taking Chances,spotify:track:0iVWDZhL04DiKgbI1mbC40
83,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Tap (feat. Meek Mill),spotify:track:5rU6kDNXZLXIinFezpbWbO
84,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Tension,spotify:track:7l6LAnuiX2o48fwUQIhDNv
85,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Price On My Head (feat. The Weeknd),spotify:track:4hqOmrCCJKyiuwDexd8c2t
86,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Ralo,spotify:track:4m21W5fWeVx63he1dNgGlM
87,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Tussin (feat. Young Thug),spotify:track:1KAObz8ZfyuMj4YTxHIrfA
88,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Snap,spotify:track:0BDDB65zAWJ1nQYyIgnZcj
89,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Hold Your Breath (feat. Gunna),spotify:track:5PFfxZ9WezcE8JiUWLsyus
90,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Why You Crying Mama,spotify:track:03Q1Tz2OxlA3sRrbXxmG3V
91,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Time Piece (feat. Lil Durk),spotify:track:03yX0WgZGT6DM3GNLSu4f1
92,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Dior Runners,spotify:track:1pGcfOz4p1Ds35ICL0lX5k
93,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Vicodin,spotify:track:19CWeHbg3Z9XJH4Uzdk6tf
94,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Stuck With Me,spotify:track:6jChisgoIfN75H4RMcGvfL
95,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Know Me,spotify:track:4odbaySGxXOgH7ISBUfgvg
96,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Amazing (feat. Future),spotify:track:4xyhmhurbsNC0cYaAgAxt1
97,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Habits,spotify:track:3KkWGDCb6byHjNYjxBihGK
98,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Rack In My Sleep (feat. 88GLAM),spotify:track:4Mh7CPtUTbF72KSFxlUn13
99,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Go To Hell,spotify:track:6oHalJC4hM1cS4tt6fhzLH
100,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,8 To A 4,spotify:track:7kVNc3Mpzc9iOjqnai93E3
101,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Never Know,spotify:track:4N3uRLsbsG3TMrYqPZy3v4
102,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,OK (feat. Lil Durk),spotify:track:1Kg99KJWHMNn0IgnEwvWR0
103,NAV,7rkW85dBwwrJtlHRDkJDAC,Bad Habits (Deluxe),spotify:album:31lHUoHC3P6BRFzKYLyRJO,Athlete,spotify:track:7L9ALJWkzhhG6y9iFbQvbo
104,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Reckless Intro,spotify:track:1YTuSoJTKITnVBVDjoAOGs
105,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Never Change,spotify:track:11r15r4QBQL338JK4CT1Ss
106,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Hold Your Hand,spotify:track:3GHMh0hwAL5Vpgwq1e5FXq
107,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Faith (feat. Quavo),spotify:track:0lK34AQ8hd954exMX9hRoq
108,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Champion (feat. Travis Scott),spotify:track:6dGEViEp98egkYGInt5IGd
109,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Glow Up,spotify:track:6hgHIrpaU6M8gAMSCCjLae
110,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Just Happened,spotify:track:4va6kEx0LsgQoiO9h19MTW
111,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Wanted You (feat. Lil Uzi Vert),spotify:track:3DU7PwtBufcrbNy1S1Pnxg
112,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,With Me,spotify:track:4LFZiEcUWDZzQJqVJti3Lp
113,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,EAT (feat. Gunna),spotify:track:0YRE8EcJbnoc7PX9lAv7UW
114,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,Freshman List,spotify:track:31ifWwHAmH9CoMJpniK7CT
115,NAV,7rkW85dBwwrJtlHRDkJDAC,RECKLESS,spotify:album:6HZZ4x546D6Wjr7w5DgIAt,What I Need / Daheala Outro,spotify:track:6Pb6KjB3ITaHrKnKmes3mX
116,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Perfect Timing (Intro),spotify:track:5Od0M7jp6IODTPW0cygHgu
117,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,I Don't Care,spotify:track:6HbGKJJqQ67K2TwzOndeTj
118,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Hit,spotify:track:0gHcxtyWQT0HrlGxaxP1KT
119,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,A$AP Ferg,spotify:track:4EbULzyWMuFx94aoIY1MlJ
120,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Held Me Down,spotify:track:0jiW3PNiHJxOhWh9oPBJ7m
121,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Minute,spotify:track:3JWh19WsndEFg0UFRFeTiU
122,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Did You See NAV?,spotify:track:4KvXkK07Xyxix6k4Hi60Ia
123,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Bring It Back,spotify:track:0ttf5LBdTiu8GSQH7J1jJW
124,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Both Sides,spotify:track:0RRAHU9Dkui4ZuroPk7XF3
125,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Call Me,spotify:track:1xpXnpIpuvzpx9jz15baJF
126,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,You Know,spotify:track:727Ya71RqL4oMkSLly18sA
127,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Rich,spotify:track:2pVfXuFewT3uSQEUTeIXgz
128,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,Need Some,spotify:track:4Reuxx2B7DFQwp9lDSMMKP
129,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,I Am,spotify:track:5DdZBFXxrE6XeMFV3wmuAl
130,NAV,7rkW85dBwwrJtlHRDkJDAC,Perfect Timing,spotify:album:6VFETcEfjilkAng073KLt9,NAVUZIMETRO#PT2,spotify:track:4E7QkOCYzWYb7trOJWsYuS
