artist,danceability,energy,key,loudness,acousticness,liveness,valence,tempo,duration_ms,major,minor
DJ Khaled,0.401,0.79,0,-4.187,0.189,0.305,0.556,172.06,246903,1,0
DJ Khaled,0.41,0.541,10,-6.975,0.0187,0.18,0.152,81.815,325615,1,0
DJ Khaled,0.662,0.554,11,-7.742,0.122,0.198,0.364,135.129,291425,1,0
DJ Khaled,0.805,0.651,11,-3.741,0.282,0.112,0.645,76.806,231343,0,1
DJ Khaled,0.793,0.624,1,-5.222,0.244,0.146,0.332,152.974,290926,1,0
DJ Khaled,0.534,0.558,1,-7.043,0.126,0.0752,0.395,92.658,331452,1,0
DJ Khaled,0.693,0.526,9,-6.472,0.441,0.272,0.232,119.988,273969,0,1
DJ Khaled,0.611,0.741,0,-4.454,0.132,0.121,0.217,128.126,246342,1,0
DJ Khaled,0.355,0.861,7,-4.85,0.289,0.302,0.346,170.597,178424,1,0
DJ Khaled,0.642,0.783,8,-4.563,0.076,0.372,0.473,137.816,195147,1,0
DJ Khaled,0.39,0.841,1,-3.839,0.068,0.308,0.7,185.943,217027,1,0
DJ Khaled,0.327,0.923,0,-1.969,0.234,0.382,0.647,176.281,258587,1,0
DJ Khaled,0.736,0.867,10,-5.297,0.161,0.27,0.767,126.956,222173,0,1
DJ Khaled,0.596,0.76,10,-5.923,0.0938,0.147,0.612,74.775,280813,0,1
DJ Khaled,0.814,0.688,10,-4.371,0.0888,0.283,0.831,116.085,265027,0,1
DJ Khaled,0.516,0.906,2,-3.148,0.417,0.153,0.392,135.751,240027,1,0
DJ Khaled,0.498,0.834,11,-5.183,0.0172,0.0632,0.488,163.17,215587,1,0
DJ Khaled,0.678,0.795,11,-5.852,0.00332,0.186,0.472,142.025,196080,1,0
DJ Khaled,0.552,0.72,1,-4.067,0.0129,0.29,0.345,91.669,250533,1,0
DJ Khaled,0.763,0.871,7,-2.51,0.0445,0.156,0.516,102.981,219573,0,1
DJ Khaled,0.498,0.674,6,-4.777,0.199,0.157,0.395,151.501,293120,0,1
DJ Khaled,0.521,0.789,2,-4.938,0.651,0.228,0.415,37.686,96840,1,0
DJ Khaled,0.477,0.746,9,-4.439,0.373,0.539,0.501,76.822,269573,1,0
DJ Khaled,0.653,0.574,0,-5.029,0.00478,0.0689,0.553,175.955,258596,1,0
DJ Khaled,0.649,0.429,10,-9.597,0.0237,0.196,0.271,150.077,288257,0,1
DJ Khaled,0.642,0.783,8,-4.563,0.076,0.372,0.473,137.816,195147,1,0
DJ Khaled,0.39,0.841,1,-3.839,0.068,0.308,0.7,185.943,217027,1,0
DJ Khaled,0.327,0.923,0,-1.969,0.234,0.382,0.647,176.281,258587,1,0
DJ Khaled,0.736,0.867,10,-5.297,0.161,0.27,0.767,126.956,222173,0,1
DJ Khaled,0.596,0.76,10,-5.923,0.0938,0.147,0.612,74.775,280813,0,1
DJ Khaled,0.814,0.688,10,-4.371,0.0888,0.283,0.831,116.085,265027,0,1
DJ Khaled,0.516,0.906,2,-3.148,0.417,0.153,0.392,135.751,240027,1,0
DJ Khaled,0.498,0.834,11,-5.183,0.0172,0.0632,0.488,163.17,215587,1,0
DJ Khaled,0.678,0.795,11,-5.852,0.00332,0.186,0.472,142.025,196080,1,0
DJ Khaled,0.552,0.72,1,-4.067,0.0129,0.29,0.345,91.669,250533,1,0
DJ Khaled,0.763,0.871,7,-2.51,0.0445,0.156,0.516,102.981,219573,0,1
DJ Khaled,0.498,0.674,6,-4.777,0.199,0.157,0.395,151.501,293120,0,1
DJ Khaled,0.521,0.789,2,-4.938,0.651,0.228,0.415,37.686,96840,1,0
DJ Khaled,0.281,0.976,10,-9.487,0.698,0.584,0.203,138.013,44107,1,0
DJ Khaled,0.675,0.707,1,-4.901,0.00546,0.176,0.367,133.916,210400,1,0
DJ Khaled,0.507,0.8,8,-5.347,0.106,0.631,0.501,151.321,239667,1,0
DJ Khaled,0.752,0.788,1,-5.528,0.0127,0.642,0.58,141.04,276293,0,1
DJ Khaled,0.737,0.637,1,-5.827,0.0987,0.0999,0.282,149.211,239693,1,0
DJ Khaled,0.696,0.642,1,-7.474,0.0141,0.0992,0.518,141.346,164627,1,0
DJ Khaled,0.722,0.754,10,-3.842,0.231,0.136,0.479,119.054,292653,0,1
DJ Khaled,0.715,0.651,7,-3.934,0.119,0.217,0.445,127.816,252667,1,0
DJ Khaled,0.663,0.643,2,-6.472,0.0042,0.472,0.253,124.853,308360,1,0
DJ Khaled,0.407,0.706,7,-5.593,0.0171,0.124,0.38,62.459,214160,1,0
DJ Khaled,0.448,0.673,11,-6.25,0.067,0.114,0.155,85.8,247080,0,1
DJ Khaled,0.403,0.793,1,-5.091,0.121,0.114,0.462,73.069,385840,1,0
DJ Khaled,0.608,0.799,6,-4.681,0.0551,0.61,0.325,126.036,164653,0,1
DJ Khaled,0.533,0.886,0,-3.302,0.0152,0.244,0.159,80.664,174200,1,0
DJ Khaled,0.276,0.976,10,-9.486,0.688,0.569,0.207,139.158,44107,1,0
DJ Khaled,0.674,0.706,1,-4.861,0.00506,0.177,0.381,133.935,210400,1,0
DJ Khaled,0.473,0.798,8,-5.266,0.116,0.523,0.478,151.302,239667,1,0
DJ Khaled,0.75,0.806,1,-5.2,0.0198,0.656,0.586,141.012,276293,0,1
DJ Khaled,0.739,0.612,1,-5.942,0.0843,0.0836,0.292,149.207,239693,1,0
DJ Khaled,0.691,0.643,1,-7.671,0.0175,0.103,0.576,141.541,164627,1,0
DJ Khaled,0.719,0.764,10,-3.855,0.169,0.112,0.447,119.035,292667,0,1
DJ Khaled,0.722,0.651,7,-3.931,0.13,0.219,0.405,127.801,252680,1,0
DJ Khaled,0.703,0.681,2,-6.356,0.00589,0.449,0.245,124.928,308333,1,0
DJ Khaled,0.408,0.706,2,-5.595,0.0171,0.124,0.405,62.463,214160,1,0
DJ Khaled,0.642,0.669,11,-6.21,0.0704,0.114,0.176,85.855,247080,0,1
DJ Khaled,0.47,0.803,1,-5.232,0.117,0.114,0.484,76.654,385840,1,0
DJ Khaled,0.594,0.812,6,-4.638,0.0515,0.602,0.337,126.011,164640,0,1
DJ Khaled,0.596,0.856,0,-3.206,0.0191,0.213,0.192,81.156,173973,1,0
DJ Khaled,0.836,0.744,11,-6.062,0.14,0.381,0.517,147.955,248973,1,0
DJ Khaled,0.61,0.812,10,-2.779,0.0228,0.0562,0.45,117.613,159693,0,1
Nipsey Hussle,0.58,0.736,4,-2.363,0.0473,0.589,0.0398,89.31,238341,0,1
Nipsey Hussle,0.507,0.813,1,-3.37,0.00017,0.351,0.245,140.938,226191,1,0
Nipsey Hussle,0.629,0.677,8,-4.435,0.0456,0.369,0.308,97.147,225573,1,0
Nipsey Hussle,0.695,0.632,11,-6.024,0.335,0.13,0.146,99.303,236547,0,1
Nipsey Hussle,0.56,0.742,8,-5.509,0.395,0.166,0.159,129.509,245810,0,1
Nipsey Hussle,0.572,0.824,4,-3.936,0.0286,0.498,0.0999,77.194,250912,0,1
Nipsey Hussle,0.825,0.796,7,-3.645,0.00395,0.608,0.523,119.991,258524,1,0
Nipsey Hussle,0.703,0.84,9,-2.157,0.0338,0.102,0.564,139.955,305176,1,0
Nipsey Hussle,0.354,0.945,2,-2.477,0.00971,0.365,0.356,175.48,201800,1,0
Nipsey Hussle,0.592,0.582,4,-5.56,0.0222,0.206,0.255,141.249,185809,0,1
Nipsey Hussle,0.745,0.709,10,-5.654,0.0561,0.109,0.232,89.991,174899,0,1
Nipsey Hussle,0.584,0.699,9,-5.059,0.148,0.367,0.278,87.005,264095,0,1
Nipsey Hussle,0.488,0.819,3,-3.849,0.195,0.707,0.496,83.826,191398,0,1
Nipsey Hussle,0.29,0.591,1,-9.502,0.00406,0.581,0.0689,83.385,382779,0,1
Nipsey Hussle,0.519,0.432,2,-8.342,0.0524,0.155,0.239,79.896,361280,1,0
Nipsey Hussle,0.567,0.794,10,-2.418,0.0431,0.469,0.189,99.503,187754,0,1
Nipsey Hussle,0.725,0.741,8,-4.601,0.0355,0.391,0.615,147.064,185156,0,1
Nipsey Hussle,0.72,0.616,3,-7.424,0.0494,0.0965,0.248,134.034,240896,0,1
Nipsey Hussle,0.804,0.668,2,-6.387,0.0309,0.268,0.619,140.983,277401,1,0
Nipsey Hussle,0.805,0.64,10,-4.654,0.00845,0.11,0.325,135.008,188446,0,1
Nipsey Hussle,0.701,0.672,0,-6.191,0.0106,0.105,0.597,131.069,193963,0,1
Nipsey Hussle,0.632,0.546,1,-10.168,0.512,0.0466,0.75,89.73,221333,0,1
Nipsey Hussle,0.616,0.84,5,-5.876,0.222,0.724,0.582,87.683,338200,1,0
Nipsey Hussle,0.742,0.663,11,-4.076,0.194,0.0715,0.532,89.794,228202,0,1
Nipsey Hussle,0.629,0.73,6,-5.223,0.0764,0.361,0.658,80.361,230080,0,1
Nipsey Hussle,0.494,0.8,1,-8.021,0.0267,0.881,0.16,91.462,135682,1,0
Nipsey Hussle,0.619,0.673,4,-9.454,0.137,0.199,0.402,111.249,249722,0,1
Nipsey Hussle,0.809,0.512,8,-9.659,0.0716,0.103,0.472,132.983,124538,1,0
Nipsey Hussle,0.685,0.662,2,-7.511,0.0319,0.148,0.199,124.839,191990,1,0
Nipsey Hussle,0.521,0.723,1,-6.813,0.0203,0.568,0.359,75.477,192657,1,0
Nipsey Hussle,0.444,0.688,11,-7.725,0.0724,0.103,0.477,76.496,237293,0,1
Nipsey Hussle,0.538,0.724,6,-8.634,0.324,0.141,0.52,90.343,160679,1,0
Nipsey Hussle,0.479,0.616,11,-9.222,0.02,0.103,0.245,143.962,133325,0,1
Nipsey Hussle,0.628,0.573,9,-8.419,0.0162,0.781,0.322,84.475,120013,0,1
Nipsey Hussle,0.743,0.609,8,-10.248,0.00891,0.433,0.425,107.02,96002,1,0
Nipsey Hussle,0.473,0.668,6,-11.175,0.188,0.053,0.544,99.627,150749,0,1
Nipsey Hussle,0.753,0.642,6,-6.837,0.131,0.698,0.566,128.021,225040,0,1
Nipsey Hussle,0.683,0.65,3,-7.608,0.091,0.164,0.315,150.049,198427,0,1
Nipsey Hussle,0.505,0.611,2,-9.044,0.0096,0.0838,0.109,156.132,261373,1,0
Nipsey Hussle,0.54,0.544,5,-8.737,0.0118,0.108,0.104,115.914,153128,0,1
Nipsey Hussle,0.406,0.634,6,-9.204,0.0717,0.0762,0.157,81.689,208213,0,1
Nipsey Hussle,0.621,0.575,5,-7.523,0.104,0.0949,0.173,78.929,280538,0,1
Nipsey Hussle,0.681,0.571,11,-9.338,0.0629,0.207,0.306,113.968,162957,0,1
Nipsey Hussle,0.526,0.722,5,-8.379,0.0989,0.31,0.505,92.077,324852,0,1
Nipsey Hussle,0.465,0.745,4,-7.354,0.232,0.374,0.387,82.855,297831,0,1
Nipsey Hussle,0.488,0.879,10,-5.828,0.00407,0.142,0.56,149.033,215569,0,1
Nipsey Hussle,0.675,0.805,7,-4.828,0.135,0.356,0.586,91.862,222455,1,0
Nipsey Hussle,0.787,0.588,5,-6.328,0.158,0.112,0.131,96.998,207870,1,0
Nipsey Hussle,0.768,0.686,6,-4.758,0.0244,0.1,0.258,143.008,255485,0,1
Nipsey Hussle,0.371,0.91,5,-6.043,0.0158,0.209,0.412,114.53,180048,0,1
Nipsey Hussle,0.611,0.496,1,-6.739,0.155,0.137,0.619,145.182,317811,1,0
Nipsey Hussle,0.799,0.847,6,-5.962,0.0105,0.295,0.301,124.08,212977,0,1
Nipsey Hussle,0.795,0.617,9,-10.104,0.0531,0.209,0.347,139.017,207683,0,1
Nipsey Hussle,0.499,0.641,5,-8.739,0.0736,0.305,0.117,124.948,180052,1,0
Nipsey Hussle,0.869,0.563,2,-8.418,0.0243,0.139,0.327,138.04,284365,1,0
Nipsey Hussle,0.754,0.572,8,-7.336,0.827,0.103,0.398,158.012,279914,1,0
Nipsey Hussle,0.451,0.871,5,-10.725,0.929,0.0955,0.0875,108.782,20467,0,1
Nipsey Hussle,0.743,0.891,0,-4.418,0.00974,0.358,0.235,134.074,205667,1,0
Nipsey Hussle,0.648,0.641,10,-6.624,0.00451,0.472,0.377,134.004,253827,0,1
Nipsey Hussle,0.678,0.733,11,-6.299,0.242,0.0985,0.49,152.145,286680,0,1
Nipsey Hussle,0.388,0.805,8,-7.436,0.02,0.135,0.513,152.631,268000,1,0
Nipsey Hussle,0.759,0.867,11,-8.953,0.308,0.116,0.441,87.043,184440,0,1
Nipsey Hussle,0.678,0.53,6,-10.319,0.000506,0.0477,0.441,139.948,209427,0,1
Nipsey Hussle,0.582,0.931,4,-4.058,0.189,0.291,0.345,123.961,250320,0,1
Nipsey Hussle,0.661,0.65,0,-8.416,0.0309,0.153,0.465,141.938,316187,0,1
Nipsey Hussle,0.552,0.699,1,-4.87,0.0694,0.296,0.502,89.19,193560,1,0
Nipsey Hussle,0.595,0.798,11,-10.198,0.0852,0.196,0.392,92.114,237013,1,0
Nipsey Hussle,0.489,0.89,10,-8.544,0.043,0.124,0.433,159.974,172147,0,1
Nipsey Hussle,0.91,0.58,1,-3.101,0.0218,0.0672,0.529,114.893,168947,1,0
Nipsey Hussle,0.719,0.767,7,-7.132,0.216,0.416,0.384,93.924,202533,0,1
Nipsey Hussle,0.732,0.699,2,-9.646,0.0351,0.169,0.481,90.077,194013,1,0
Nipsey Hussle,0.676,0.445,1,-12.174,0.353,0.103,0.17,86.147,219733,1,0
Nipsey Hussle,0.45,0.672,5,-5.892,0.119,0.415,0.283,81.263,261040,0,1
Nipsey Hussle,0.69,0.865,1,-5.41,0.3,0.27,0.531,79.919,253973,0,1
Nipsey Hussle,0.742,0.682,8,-9.033,0.189,0.156,0.143,101.026,296053,1,0
Nipsey Hussle,0.557,0.771,1,-7.127,0.0971,0.0815,0.364,84.849,209400,1,0
Nipsey Hussle,0.452,0.872,9,-4.569,0.164,0.487,0.0727,168.602,730400,0,1
Nipsey Hussle,0.489,0.645,8,-9.272,0.00194,0.098,0.666,164.106,164762,0,1
Nipsey Hussle,0.585,0.7,11,-8.557,0.273,0.439,0.269,79.889,252218,0,1
Nipsey Hussle,0.479,0.908,6,-7.528,0.0435,0.493,0.757,146.954,276802,0,1
Nipsey Hussle,0.632,0.709,0,-8.73,0.0105,0.108,0.526,76.197,152666,1,0
Nipsey Hussle,0.619,0.469,3,-10.548,0.491,0.0493,0.806,92.923,63392,0,1
Nipsey Hussle,0.679,0.821,8,-8.452,0.253,0.623,0.614,103.014,179330,1,0
Nipsey Hussle,0.502,0.711,9,-7.508,0.00919,0.762,0.416,159.915,99794,1,0
Nipsey Hussle,0.446,0.902,5,-6.911,0.262,0.0875,0.354,152.1,192747,1,0
Nipsey Hussle,0.429,0.603,3,-8.397,0.00157,0.16,0.106,91.57,163600,0,1
Nipsey Hussle,0.799,0.558,9,-10.521,0.301,0.159,0.381,135.031,124826,0,1
Nipsey Hussle,0.658,0.534,8,-10.971,0.0504,0.106,0.0583,92.148,189513,1,0
Nipsey Hussle,0.588,0.606,8,-10.516,0.299,0.688,0.536,155.948,280532,0,1
Nipsey Hussle,0.648,0.963,1,-4.331,0.0513,0.326,0.595,117.825,165973,1,0
Nipsey Hussle,0.581,0.83,11,-5.076,0.00325,0.365,0.586,77.804,166520,1,0
Nipsey Hussle,0.809,0.758,7,-7.709,0.189,0.127,0.872,90.534,225880,1,0
Nipsey Hussle,0.274,0.873,6,-5.487,0.203,0.476,0.669,159.589,112111,1,0
Nipsey Hussle,0.41,0.935,7,-6.506,0.0515,0.73,0.682,168.293,279600,1,0
Nipsey Hussle,0.315,0.932,3,-5.702,0.134,0.417,0.65,70.733,210667,0,1
Nipsey Hussle,0.536,0.913,4,-2.244,0.0144,0.313,0.681,88.305,200467,0,1
Nipsey Hussle,0.659,0.741,1,-4.553,0.255,0.425,0.427,87.05,209667,0,1
Nipsey Hussle,0.63,0.859,2,-4.735,0.0134,0.0816,0.486,93.835,220387,1,0
Nipsey Hussle,0.414,0.867,11,-6.349,0.0213,0.235,0.518,92.316,214187,0,1
Nipsey Hussle,0.538,0.695,4,-6.372,0.000469,0.273,0.689,107.236,307027,0,1
Nipsey Hussle,0.781,0.805,2,-4.446,0.0396,0.0544,0.724,90.634,104053,0,1
Nipsey Hussle,0.652,0.708,1,-7.393,0.0901,0.156,0.358,90.172,207760,1,0
Nipsey Hussle,0.595,0.706,3,-7.47,0.0427,0.0845,0.38,75.682,199147,0,1
Nipsey Hussle,0.906,0.646,4,-4.831,0.0871,0.0843,0.345,101.224,174373,0,1
Nipsey Hussle,0.501,0.834,7,-6.507,0.000964,0.531,0.437,79.869,240200,1,0
Nipsey Hussle,0.842,0.734,5,-4.992,0.0437,0.159,0.627,89.541,170333,0,1
Nipsey Hussle,0.456,0.826,9,-6.358,0.181,0.339,0.638,124.113,206120,0,1
Nipsey Hussle,0.648,0.949,8,-3.298,0.0614,0.352,0.603,86.018,127844,0,1
Nipsey Hussle,0.562,0.723,11,-6.784,0.0398,0.377,0.542,94.955,223640,0,1
Nipsey Hussle,0.702,0.711,0,-6.532,0.0164,0.139,0.39,76.044,152893,1,0
Nipsey Hussle,0.53,0.964,10,-4.956,0.0125,0.174,0.573,88.883,250200,0,1
Nipsey Hussle,0.795,0.546,10,-13.167,0.0128,0.164,0.606,88.961,82520,0,1
Nipsey Hussle,0.639,0.697,10,-6.328,0.0102,0.154,0.376,84.854,223107,0,1
Nipsey Hussle,0.354,0.847,11,-6.291,0.0057,0.251,0.357,80.01,291987,0,1
Nipsey Hussle,0.765,0.828,1,-4.103,0.0486,0.335,0.804,95.055,136120,1,0
Nipsey Hussle,0.857,0.449,0,-10.013,0.0133,0.145,0.672,94.053,234974,1,0
Nipsey Hussle,0.66,0.817,11,-9.913,0.0316,0.0269,0.758,90.313,105589,1,0
Nipsey Hussle,0.319,0.669,0,-12.599,0.000819,0.13,0.238,163.931,288000,1,0
Nipsey Hussle,0.603,0.731,7,-9.298,0.127,0.102,0.517,148.546,249933,0,1
Nipsey Hussle,0.735,0.553,11,-8.282,0.00725,0.339,0.0683,94.043,147933,0,1
Nipsey Hussle,0.857,0.418,0,-9.646,0.0627,0.096,0.336,86.222,150613,1,0
Nipsey Hussle,0.618,0.83,1,-5.691,0.356,0.084,0.834,83.443,103973,1,0
Nipsey Hussle,0.738,0.478,1,-11.574,0.008,0.0552,0.724,105.013,223160,0,1
Nipsey Hussle,0.776,0.814,9,-6.508,0.00421,0.0391,0.709,111.944,66867,1,0
Nipsey Hussle,0.661,0.562,7,-12.429,0.172,0.199,0.667,120.076,197373,1,0
Nipsey Hussle,0.576,0.76,11,-7.032,0.0302,0.369,0.759,81.038,107640,1,0
Nipsey Hussle,0.579,0.941,9,-5.792,0.0628,0.317,0.384,130.017,222560,0,1
Nipsey Hussle,0.576,0.825,2,-4.068,0.00463,0.617,0.398,91.967,193254,1,0
Nipsey Hussle,0.738,0.58,10,-13.479,0.0166,0.17,0.789,135.844,242467,0,1
Nipsey Hussle,0.781,0.863,7,-8.452,0.0367,0.106,0.756,98.034,215507,1,0
Nipsey Hussle,0.494,0.65,1,-10.251,0.00438,0.241,0.348,80.862,217520,1,0
Nipsey Hussle,0.711,0.613,1,-8.107,0.127,0.0963,0.267,86.936,146693,0,1
Nipsey Hussle,0.424,0.746,5,-9.584,0.0702,0.871,0.711,90.313,195080,1,0
Nipsey Hussle,0.627,0.91,7,-4.622,0.0147,0.345,0.657,88.41,129107,1,0
Nipsey Hussle,0.536,0.913,4,-2.244,0.0144,0.313,0.681,88.305,200467,0,1
Nipsey Hussle,0.775,0.672,10,-2.787,0.0619,0.136,0.462,90.495,183093,0,1
Nipsey Hussle,0.517,0.801,11,-6.059,0.137,0.75,0.593,74.932,245947,1,0
Nipsey Hussle,0.629,0.912,5,-4.571,0.292,0.405,0.635,82.453,225667,1,0
Nipsey Hussle,0.512,0.718,4,-7.631,0.417,0.346,0.844,80.789,51720,0,1
Nipsey Hussle,0.659,0.741,1,-4.553,0.255,0.425,0.427,87.05,209667,0,1
Nipsey Hussle,0.613,0.834,1,-5.562,0.125,0.429,0.573,88.216,215360,1,0
Nipsey Hussle,0.761,0.858,4,-3.772,0.00197,0.285,0.297,154.117,164640,0,1
Nipsey Hussle,0.511,0.764,0,-4.949,0.273,0.245,0.811,83.336,117853,1,0
Nipsey Hussle,0.679,0.684,1,-7.582,0.125,0.488,0.557,88.078,218893,0,1
Nipsey Hussle,0.631,0.658,11,-10.436,0.833,0.212,0.662,133.11,31293,0,1
Nipsey Hussle,0.494,0.61,10,-7.323,0.117,0.173,0.63,88.427,228627,0,1
Nipsey Hussle,0.685,0.732,10,-6.599,0.0925,0.687,0.917,91.829,209107,0,1
Nipsey Hussle,0.43,0.892,6,-2.451,0.0334,0.865,0.426,161.134,212120,0,1
Nipsey Hussle,0.473,0.57,11,-11.001,0.204,0.21,0.534,160.494,84453,0,1
Nipsey Hussle,0.778,0.649,5,-5.552,0.221,0.171,0.56,90.068,202560,0,1
Nipsey Hussle,0.906,0.646,4,-4.831,0.0871,0.0843,0.345,101.224,174373,0,1
Nipsey Hussle,0.531,0.857,10,-6.212,0.265,0.0601,0.741,83.349,264267,0,1
Nipsey Hussle,0.524,0.755,1,-7.186,0.17,0.464,0.671,94.917,209800,0,1
Nipsey Hussle,0.652,0.708,1,-7.393,0.0901,0.156,0.358,90.172,207760,1,0
Nipsey Hussle,0.563,0.628,2,-6.063,0.0452,0.379,0.548,83.964,230787,1,0
Nipsey Hussle,0.322,0.753,7,-7.527,0.062,0.371,0.606,74.117,83040,1,0
Nipsey Hussle,0.55,0.647,2,-5.986,0.0217,0.449,0.667,83.463,168440,1,0
Nipsey Hussle,0.875,0.822,9,-3.504,0.105,0.0424,0.882,89.951,234573,1,0
Nipsey Hussle,0.686,0.901,8,-4.024,0.0288,0.456,0.623,87.85,145080,1,0
Nipsey Hussle,0.758,0.762,9,-4.6,0.189,0.299,0.648,82.068,200467,0,1
Nipsey Hussle,0.548,0.858,0,-4.388,0.189,0.215,0.801,85.56,197733,1,0
Nipsey Hussle,0.513,0.901,5,-4.846,0.0872,0.641,0.378,77.711,177573,1,0
Nipsey Hussle,0.843,0.738,10,-6.295,0.0601,0.339,0.672,129.963,233960,0,1
Nipsey Hussle,0.568,0.885,0,-5.053,0.0167,0.325,0.437,87.381,285693,1,0
Nipsey Hussle,0.703,0.731,8,-5.056,0.284,0.363,0.699,97.778,297547,0,1
Nipsey Hussle,0.48,0.857,11,-5.282,0.127,0.519,0.712,179.056,202853,0,1
Nipsey Hussle,0.57,0.731,1,-5.016,0.0504,0.163,0.636,175.692,170372,1,0
Nipsey Hussle,0.776,0.531,1,-5.216,0.0206,0.377,0.798,88.07,222227,1,0
Nipsey Hussle,0.609,0.777,7,-5.774,0.0911,0.418,0.599,95.52,135827,1,0
Nipsey Hussle,0.814,0.563,11,-5.556,0.0393,0.404,0.734,82.696,211133,0,1
Nipsey Hussle,0.64,0.852,7,-5.045,0.22,0.913,0.561,86.444,227680,1,0
Nipsey Hussle,0.456,0.911,7,-5.549,0.0564,0.29,0.34,85.18,164834,1,0
Nipsey Hussle,0.623,0.726,10,-5.562,0.047,0.265,0.313,74.255,222453,0,1
Nipsey Hussle,0.781,0.805,2,-4.446,0.0396,0.0544,0.724,90.634,104053,0,1
Nipsey Hussle,0.758,0.647,11,-4.022,0.0461,0.627,0.741,86.749,99480,1,0
Nipsey Hussle,0.504,0.836,11,-5.589,0.155,0.579,0.587,83.448,136187,1,0
Nipsey Hussle,0.703,0.77,9,-3.718,0.297,0.29,0.885,93.288,431013,1,0
Nipsey Hussle,0.701,0.838,5,-4.823,0.384,0.744,0.838,86.088,115147,1,0
Nipsey Hussle,0.647,0.386,6,-8.75,0.463,0.315,0.502,81.971,280160,1,0
Nipsey Hussle,0.812,0.588,5,-11.376,0.159,0.0537,0.938,91.722,250013,1,0
Nipsey Hussle,0.863,0.78,0,-10.158,0.37,0.247,0.726,93.033,308387,0,1
Nipsey Hussle,0.726,0.857,6,-6.773,0.304,0.325,0.649,80.557,166520,1,0
Nipsey Hussle,0.62,0.84,10,-10.612,0.196,0.387,0.21,178.804,163987,1,0
Nipsey Hussle,0.813,0.659,5,-9.356,0.277,0.354,0.821,94.632,187000,1,0
Nipsey Hussle,0.814,0.378,8,-13.332,0.489,0.23,0.823,84.446,200387,1,0
Nipsey Hussle,0.694,0.43,10,-8.338,0.54,0.26,0.687,73.643,249720,1,0
Nipsey Hussle,0.725,0.928,4,-5.907,0.0424,0.171,0.44,93.372,192280,1,0
Nipsey Hussle,0.641,0.603,4,-10.887,0.318,0.215,0.877,86.144,128053,1,0
Nipsey Hussle,0.833,0.743,10,-7.415,0.213,0.722,0.96,117.843,197640,1,0
Nipsey Hussle,0.743,0.802,3,-8.313,0.379,0.619,0.571,82.226,210640,1,0
Nipsey Hussle,0.602,0.343,11,-13.719,0.00335,0.327,0.453,176.173,98729,0,1
Nipsey Hussle,0.781,0.856,0,-8.873,0.0182,0.0612,0.881,94.016,251234,1,0
Nipsey Hussle,0.788,0.505,0,-8.376,0.215,0.204,0.808,120.278,300040,0,1
Nipsey Hussle,0.564,0.571,8,-11.591,0.0151,0.143,0.445,143.028,187996,1,0
Nipsey Hussle,0.726,0.531,1,-11.165,0.0769,0.224,0.341,125.06,94293,0,1
Nipsey Hussle,0.6,0.729,2,-7.617,0.00115,0.0856,0.373,192.068,130034,1,0
Nipsey Hussle,0.709,0.757,10,-12.087,0.00626,0.316,0.888,158.884,120698,0,1
Nipsey Hussle,0.815,0.876,3,-5.463,0.2,0.147,0.89,137.994,143954,0,1
Nipsey Hussle,0.682,0.67,9,-7.404,0.394,0.0928,0.862,148.579,163520,0,1
Nipsey Hussle,0.332,0.84,6,-6.033,0.27,0.48,0.542,108.137,126800,1,0
Nipsey Hussle,0.41,0.935,7,-6.506,0.0515,0.73,0.682,168.293,279600,1,0
Nipsey Hussle,0.615,0.729,1,-6.667,0.000569,0.147,0.458,91.947,251507,0,1
Nipsey Hussle,0.59,0.802,2,-8.268,0.000813,0.104,0.506,124.046,315080,1,0
Nipsey Hussle,0.643,0.904,8,-6.168,0.0414,0.0888,0.89,84.46,201133,0,1
Nipsey Hussle,0.809,0.758,7,-7.709,0.189,0.127,0.872,90.534,225880,1,0
Nipsey Hussle,0.581,0.83,11,-5.076,0.00325,0.365,0.586,77.804,166520,1,0
Nipsey Hussle,0.429,0.603,3,-8.397,0.00157,0.16,0.106,91.57,163600,0,1
Nipsey Hussle,0.379,0.903,6,-7.263,0.0115,0.453,0.378,190.476,187000,0,1
Nipsey Hussle,0.74,0.729,8,-6.177,0.398,0.436,0.807,140.102,249720,0,1
Nipsey Hussle,0.446,0.902,5,-6.911,0.262,0.0875,0.354,152.1,192747,1,0
Nipsey Hussle,0.584,0.85,11,-8.86,0.00774,0.571,0.165,134.931,128013,0,1
Nipsey Hussle,0.648,0.963,1,-4.331,0.0513,0.326,0.595,117.825,165973,1,0
Nipsey Hussle,0.315,0.932,3,-5.702,0.134,0.417,0.65,70.733,210667,0,1
Nipsey Hussle,0.489,0.645,8,-9.272,0.00194,0.098,0.666,164.106,164762,0,1
Nipsey Hussle,0.479,0.908,6,-7.528,0.0435,0.493,0.757,146.954,276802,0,1
Nipsey Hussle,0.639,0.606,11,-7.215,0.0224,0.113,0.344,93.233,198890,1,0
Nipsey Hussle,0.585,0.7,11,-8.557,0.273,0.439,0.269,79.889,252218,0,1
Nipsey Hussle,0.799,0.558,9,-10.521,0.301,0.159,0.381,135.031,124826,0,1
Nipsey Hussle,0.804,0.675,7,-10.442,0.644,0.105,0.7,99.933,144000,1,0
Nipsey Hussle,0.615,0.6,8,-12.954,0.126,0.329,0.518,80.138,147587,1,0
Nipsey Hussle,0.502,0.711,9,-7.508,0.00919,0.762,0.416,159.915,99794,1,0
